"019"|"ECLIPSE"|"ECLIPSE"|""|""|""|""|"001"|03/05/2021 11:53:12|""|03/05/2021 11:53:12|""|03/05/2021 11:53:12|" "|" "|""|""|""|F
"020"|"AC DELCO"|"AC DELCO"|""|""|""|""|"001"|03/05/2021 11:59:45|""|03/05/2021 11:59:45|""|03/05/2021 11:59:45|" "|" "|""|""|""|F
"021"|"BOSCH"|"BOSCH"|""|""|""|""|"001"|03/05/2021 12:02:49|""|03/05/2021 12:02:49|""|03/05/2021 12:02:49|" "|" "|""|""|""|F
"022"|"GM"|"GM"|""|""|""|""|"001"|03/05/2021 12:07:57|""|03/05/2021 12:07:57|""|03/05/2021 12:07:57|" "|" "|""|""|""|F
"023"|"FCB"|"FCB"|""|""|""|""|"001"|03/05/2021 12:14:47|""|03/05/2021 12:14:47|""|03/05/2021 12:14:47|" "|" "|""|""|""|F
"024"|"FORD"|"FORD"|""|""|""|""|"001"|03/05/2021 12:20:13|""|03/05/2021 12:20:13|""|03/05/2021 12:20:13|" "|" "|""|""|""|F
"025"|"PRECISION"|"PRECISION"|""|""|""|""|"001"|03/05/2021 12:23:28|""|03/05/2021 12:23:28|""|03/05/2021 12:23:28|" "|" "|""|""|""|F
"026"|"HYUNDAI"|"HYUNDAI"|""|""|""|""|"001"|03/05/2021 12:48:26|""|03/05/2021 12:48:26|""|03/05/2021 12:48:26|" "|" "|""|""|""|F
"027"|"ARAUCA"|"ARAUCA"|""|""|""|""|"001"|03/05/2021 12:53:30|""|03/05/2021 12:53:30|""|03/05/2021 12:53:30|" "|" "|""|""|""|F
"028"|"TOTO"|"TOTO"|""|""|""|""|"001"|03/05/2021 13:18:54|""|03/05/2021 13:18:54|""|03/05/2021 13:18:54|" "|" "|""|""|""|F
"029"|"GM-MOTOR"|"GM-MOTOR"|""|""|""|""|"001"|03/05/2021 13:19:54|""|03/05/2021 13:19:54|""|03/05/2021 13:19:54|" "|" "|""|""|""|F
"030"|"GOS"|"GOS"|""|""|""|""|"001"|03/05/2021 14:07:57|""|03/05/2021 14:07:57|""|03/05/2021 14:07:57|" "|" "|""|""|""|F
"031"|"YOKOBO"|"YOKOBO"|""|""|""|""|"001"|03/05/2021 14:35:20|""|03/05/2021 14:35:20|""|03/05/2021 14:35:20|" "|" "|""|""|""|F
"032"|"LUXTAR"|"LUXTAR"|""|""|""|""|"001"|03/05/2021 14:41:28|""|03/05/2021 14:41:28|""|03/05/2021 14:41:28|" "|" "|""|""|""|F
"033"|"CHEVROLET"|"CHEVROLET"|""|""|""|""|"001"|03/05/2021 16:33:50|""|03/05/2021 16:33:50|""|03/05/2021 16:33:50|" "|" "|""|""|""|F
"034"|"DIAMONT SPARK"|"DIAMONT SPARK"|""|""|""|""|"001"|04/05/2021 09:00:20|""|04/05/2021 09:00:20|""|04/05/2021 09:00:20|" "|" "|""|""|""|F
"035"|"FIESTA"|"FIESTA"|""|""|""|""|"001"|04/05/2021 10:13:09|""|04/05/2021 10:13:09|""|04/05/2021 10:13:09|" "|" "|""|""|""|F
"036"|"FIRST PACIFIC"|"FIRST PACIFIC"|""|""|""|""|"001"|04/05/2021 10:26:19|""|04/05/2021 10:26:19|""|04/05/2021 10:26:19|" "|" "|""|""|""|F
"037"|"EXACT"|"EXACT"|""|""|""|""|"001"|04/05/2021 10:39:38|""|04/05/2021 10:39:38|""|04/05/2021 10:39:38|" "|" "|""|""|""|F
"038"|"DIAMOND"|"DIAMOND"|""|""|""|""|"001"|04/05/2021 10:49:48|""|04/05/2021 10:49:48|""|04/05/2021 10:49:48|" "|" "|""|""|""|F
"039"|"FERMETAL"|"FERMETAL"|""|""|""|""|"001"|04/05/2021 12:12:08|""|04/05/2021 12:12:08|""|04/05/2021 12:12:08|" "|" "|""|""|""|F
"040"|"KOSYN"|"KOSYN"|""|""|""|""|"001"|04/05/2021 13:55:53|"001"|15/09/2022 11:02:31|""|04/05/2021 13:55:53|" "|" "|"OP"|""|""|F
"041"|"MIDIMAX"|"MIDIMAX"|""|""|""|""|"001"|04/05/2021 14:16:26|""|04/05/2021 14:16:26|""|04/05/2021 14:16:26|" "|" "|""|""|""|F
"042"|"GP"|"GP"|""|""|""|""|"001"|04/05/2021 14:26:07|""|04/05/2021 14:26:07|""|04/05/2021 14:26:07|" "|" "|""|""|""|F
"043"|"DR. CARE"|"DR. CARE"|""|""|""|""|"001"|04/05/2021 14:31:51|""|04/05/2021 14:31:51|""|04/05/2021 14:31:51|" "|" "|""|""|""|F
"044"|"SQ"|"SQ"|""|""|""|""|"001"|04/05/2021 14:50:54|""|04/05/2021 14:50:54|""|04/05/2021 14:50:54|" "|" "|""|""|""|F
"045"|"FERMETAL"|"FERMETAL"|""|""|""|""|"001"|05/05/2021 12:05:13|""|05/05/2021 12:05:13|""|05/05/2021 12:05:13|" "|" "|"OP"|""|""|F
"046"|"ITALY"|"ITALY"|""|""|""|""|"001"|05/05/2021 12:05:30|""|05/05/2021 12:05:30|""|05/05/2021 12:05:30|" "|" "|"OP"|""|""|F
"047"|"COBRA"|"COBRA"|""|""|""|""|"001"|05/05/2021 12:05:42|""|05/05/2021 12:05:42|""|05/05/2021 12:05:42|" "|" "|"OP"|""|""|F
"048"|"NAC"|"NAC"|""|""|""|""|"001"|05/05/2021 14:49:14|""|05/05/2021 14:49:14|""|05/05/2021 14:49:14|" "|" "|"OP"|""|""|F
"049"|"GAMA"|"GAMA"|""|""|""|""|"001"|06/05/2021 11:49:29|""|06/05/2021 11:49:29|""|06/05/2021 11:49:29|" "|" "|"OP"|""|""|F
"050"|"SANTIMAX"|"SANTIMAX"|""|""|""|""|"001"|06/05/2021 13:50:42|""|06/05/2021 13:50:42|""|06/05/2021 13:50:42|" "|" "|"OP"|""|""|F
"051"|"MORUCH"|"MORUCH"|""|""|""|""|"001"|19/05/2021 14:29:27|""|19/05/2021 14:29:27|""|19/05/2021 14:29:27|" "|" "|"OP"|""|""|F
"052"|"CARBEST"|"CARBEST"|""|""|""|""|"001"|28/06/2021 11:45:34|""|28/06/2021 11:45:34|""|28/06/2021 11:45:34|" "|" "|"OP"|""|""|F
"053"|"GENUINE PARTS"|"GENUINE PARTS"|""|""|""|""|"001"|19/10/2021 15:40:29|""|19/10/2021 15:40:29|""|19/10/2021 15:40:29|" "|" "|"OP"|""|""|F
"054"|"PARTECH"|"PARTECH"|""|""|""|""|"001"|19/10/2021 15:40:43|""|19/10/2021 15:40:43|""|19/10/2021 15:40:43|" "|" "|"OP"|""|""|F
"055"|"LUBRILOY"|"LUBRILOY"|""|""|""|""|"001"|10/12/2021 16:35:06|""|10/12/2021 16:35:06|""|10/12/2021 16:35:06|" "|" "|"ZZZ"|""|""|F
"0556"|"CHAMPION"|"CHAMPION"|""|""|""|""|"001"|10/08/2026 16:19:54|""|10/08/2026 16:19:54|""|10/08/2026 16:19:54|" "|" "|"ZZZ"|""|""|F
"056"|"CLIPSE"|"CLIPSE"|""|""|""|""|"001"|10/12/2021 16:35:17|""|10/12/2021 16:35:17|""|10/12/2021 16:35:17|" "|" "|"ZZZ"|""|""|F
"057"|"MITSUBISHI"|"MITSUBISHI"|""|""|""|""|"001"|17/12/2021 11:49:04|""|17/12/2021 11:49:04|""|17/12/2021 11:49:04|" "|" "|"ZZZ"|""|""|F
"058"|"FIAT"|"FIAT"|""|""|""|""|"001"|17/12/2021 12:28:38|""|17/12/2021 12:28:38|""|17/12/2021 12:28:38|" "|" "|"ZZZ"|""|""|F
"059"|"INTERFIL"|"INTERFIL"|""|""|""|""|"001"|20/01/2022 17:03:24|""|20/01/2022 17:03:24|""|20/01/2022 17:03:24|" "|" "|"ZZZ"|""|""|F
"060"|"NGK"|"NGK"|""|""|""|""|"001"|01/02/2022 13:13:48|""|01/02/2022 13:13:48|""|01/02/2022 13:13:48|" "|" "|"ZZZ"|""|""|F
"061"|"MOTORCRAFT"|"MOTORCRAFT"|""|""|""|""|"001"|01/02/2022 13:14:13|""|01/02/2022 13:14:13|""|01/02/2022 13:14:13|" "|" "|"ZZZ"|""|""|F
"065"|"NATZUKI"|"NATZUKI"|""|""|""|""|"001"|25/02/2022 19:03:02|""|25/02/2022 19:03:02|""|25/02/2022 19:03:02|" "|" "|"ZZZ"|""|""|F
"068"|"TAIHO"|"TAIHO"|""|""|""|""|"001"|03/03/2022 16:30:59|""|03/03/2022 16:30:59|""|03/03/2022 16:30:59|" "|" "|"ZZZ"|""|""|F
"069"|"LUK"|"LUK"|""|""|""|""|"001"|18/11/2022 10:53:20|""|18/11/2022 10:53:20|""|18/11/2022 10:53:20|" "|" "|"ZZZ"|""|""|F
"070"|"MAHLE"|"MAHLE"|""|""|""|""|"001"|18/11/2022 10:53:43|""|18/11/2022 10:53:43|""|18/11/2022 10:53:43|" "|" "|"ZZZ"|""|""|F
"071"|"MITSUBA"|"MITSUBA"|""|""|""|""|"001"|18/11/2022 10:54:03|""|18/11/2022 10:54:03|""|18/11/2022 10:54:03|" "|" "|"ZZZ"|""|""|F
"072"|"ALDIJA"|"ALDIJA"|""|""|""|""|"001"|18/11/2022 10:54:24|""|18/11/2022 10:54:24|""|18/11/2022 10:54:24|" "|" "|"ZZZ"|""|""|F
"073"|"GENE"|"GENE"|""|""|""|""|"001"|18/11/2022 10:55:01|""|18/11/2022 10:55:01|""|18/11/2022 10:55:01|" "|" "|"ZZZ"|""|""|F
"074"|"INA"|"INA"|""|""|""|""|"001"|18/11/2022 10:55:14|""|18/11/2022 10:55:14|""|18/11/2022 10:55:14|" "|" "|"ZZZ"|""|""|F
"075"|"MAGNETI MARELLI"|"MAGNETI MARELLI"|""|""|""|""|"001"|25/11/2022 15:25:34|""|25/11/2022 15:25:34|""|25/11/2022 15:25:34|" "|" "|"ZZZ"|""|""|F
"076"|"NEW-ERA"|"NEW-ERA"|""|""|""|""|"001"|25/11/2022 15:37:55|""|25/11/2022 15:37:55|""|25/11/2022 15:37:55|" "|" "|"ZZZ"|""|""|F
"077"|"RAFFKO"|"RAFFKO"|""|""|""|""|"001"|16/01/2023 15:37:54|""|16/01/2023 15:37:54|""|16/01/2023 15:37:54|" "|" "|"ZZZ"|""|""|F
"078"|"NPR"|"NPR"|""|""|""|""|"001"|20/01/2023 11:23:19|""|20/01/2023 11:23:19|""|20/01/2023 11:23:19|" "|" "|"ZZZ"|""|""|F
"079"|"JEEP"|"JEEP"|""|""|""|""|"001"|02/03/2023 12:38:25|""|02/03/2023 12:38:25|""|02/03/2023 12:38:25|" "|" "|"ZZZ"|""|""|F
"080"|"VORTEX"|"VORTEX"|""|""|""|""|"001"|09/01/2024 13:28:41|""|09/01/2024 13:28:41|""|09/01/2024 13:28:41|" "|" "|"ZZZ"|""|""|F
"099"|"MTE-THOMSON"|"MTE-THOMSON"|""|""|""|""|"001"|12/08/2025 11:19:19|""|12/08/2025 11:19:19|""|12/08/2025 11:19:19|" "|" "|"ZZZ"|""|""|F
"100"|"HELLA"|"HELLA"|""|""|""|""|"001"|22/11/2022 11:34:28|""|22/11/2022 11:34:28|""|22/11/2022 11:34:28|" "|" "|"ZZZ"|""|""|F
"101"|"CEMCAUTO"|"CEMCAUTO"|""|""|""|""|"001"|15/12/2022 11:11:13|""|15/12/2022 11:11:13|""|15/12/2022 11:11:13|" "|" "|"ZZZ"|""|""|F
"102"|"MUSASHI"|"MUSASHI"|""|""|""|""|"001"|20/01/2023 11:26:17|""|20/01/2023 11:26:17|""|20/01/2023 11:26:17|" "|" "|"OP"|""|""|F
"103"|"VOLKSWAGEN"|"VOLKSWAGEN"|""|""|""|""|"001"|31/01/2023 11:41:41|""|31/01/2023 11:41:41|""|31/01/2023 11:41:41|" "|" "|"OP"|""|""|F
"104"|"MC SPAIN"|"MC SPAIN"|""|""|""|""|"001"|07/02/2023 12:12:43|""|07/02/2023 12:12:43|""|07/02/2023 12:12:43|" "|" "|"ZZZ"|""|""|F
"105"|"KOYO"|"KOYO"|""|""|""|""|"001"|07/02/2023 13:10:12|""|07/02/2023 13:10:12|""|07/02/2023 13:10:12|" "|" "|"ZZZ"|""|""|F
"106"|"UNIVERSAL TONER"|"UNIVERSAL TONER"|""|""|""|""|"001"|07/03/2023 13:01:16|""|07/03/2023 13:01:16|""|07/03/2023 13:01:16|" "|" "|"OP"|""|""|F
"107"|"FEDERAL MOGUL"|"FEDERAL MOGUL"|""|""|""|""|"001"|23/03/2023 11:20:56|""|23/03/2023 11:20:56|""|23/03/2023 11:20:56|" "|" "|"OP"|""|""|F
"108"|"COFAP"|"COFAP"|""|""|""|""|"001"|23/03/2023 11:39:48|""|23/03/2023 11:39:48|""|23/03/2023 11:39:48|" "|" "|"OP"|""|""|F
"109"|"MELLING"|"MELLING"|""|""|""|""|"001"|23/03/2023 16:21:44|""|23/03/2023 16:21:44|""|23/03/2023 16:21:44|" "|" "|"OP"|""|""|F
"110"|"VALCLEI"|"VALCLEI"|""|""|""|""|"001"|04/05/2023 11:21:48|""|04/05/2023 11:21:48|""|04/05/2023 11:21:48|" "|" "|"ZZZ"|""|""|F
"111"|"FEL-PRO"|"FEL-PRO"|""|""|""|""|"001"|23/06/2023 11:22:49|""|23/06/2023 11:22:49|""|23/06/2023 11:22:49|" "|" "|"ZZZ"|""|""|F
"112"|"GMB"|"GMB"|""|""|""|""|"001"|23/06/2023 11:33:35|""|23/06/2023 11:33:35|""|23/06/2023 11:33:35|" "|" "|"ZZZ"|""|""|F
"113"|"KIA"|"KIA"|""|""|""|""|"001"|26/07/2023 11:10:05|""|26/07/2023 11:10:05|""|26/07/2023 11:10:05|" "|" "|"ZZZ"|""|""|F
"114"|"HABILEAD"|"HABILEAD"|""|""|""|""|"001"|01/08/2023 13:30:18|""|01/08/2023 13:30:18|""|01/08/2023 13:30:18|" "|" "|"ZZZ"|""|""|F
"115"|"GN"|"GN"|""|""|""|""|"001"|20/09/2023 10:53:55|""|20/09/2023 10:53:55|""|20/09/2023 10:53:55|" "|" "|"ZZZ"|""|""|F
"116"|"VALLY FORGE"|"VALLY FORGE"|""|""|""|""|"001"|20/09/2023 12:26:32|""|20/09/2023 12:26:32|""|20/09/2023 12:26:32|" "|" "|"ZZZ"|""|""|F
"117"|"MAGNETI MARELLI"|"MAGNETI MARELLI"|""|""|""|""|"001"|22/09/2023 15:34:37|""|22/09/2023 15:34:37|""|22/09/2023 15:34:37|" "|" "|"ZZZ"|""|""|F
"118"|"HASTINGS"|"HASTINGS"|""|""|""|""|"001"|04/10/2023 11:34:07|""|04/10/2023 11:34:07|""|04/10/2023 11:34:07|" "|" "|"ZZZ"|""|""|F
"119"|"D1SPES JAPON"|"D1SPES JAPON"|""|""|""|""|"001"|11/12/2023 13:40:26|""|11/12/2023 13:40:26|""|11/12/2023 13:40:26|" "|" "|"ZZZ"|""|""|F
"120"|"LEE MARTIN"|"LEE MARTIN"|""|""|""|""|"001"|06/02/2024 16:55:29|""|06/02/2024 16:55:29|""|06/02/2024 16:55:29|" "|" "|"ZZZ"|""|""|F
"121"|"TCIC"|"TCIC"|""|""|""|""|"001"|08/02/2024 14:07:37|""|08/02/2024 14:07:37|""|08/02/2024 14:07:37|" "|" "|"ZZZ"|""|""|F
"593"|"PHC VALEO"|"PHC VALEO"|""|""|""|""|"001"|11/08/2026 07:38:54|""|11/08/2026 07:38:54|""|11/08/2026 07:38:54|" "|" "|"ZZZ"|""|""|F
"62"|"OSRAM"|"OSRAM"|""|""|""|""|"001"|10/02/2022 18:51:36|""|10/02/2022 18:51:36|""|10/02/2022 18:51:36|" "|" "|"ZZZ"|""|""|F
"63"|"TAIKEN"|"TAIKEN"|""|""|""|""|"001"|10/02/2022 18:51:54|""|10/02/2022 18:51:54|""|10/02/2022 18:51:54|" "|" "|"ZZZ"|""|""|F
"64"|"BETTERLINE"|"BETTERLINE"|""|""|""|""|"001"|10/02/2022 18:52:32|""|10/02/2022 18:52:32|""|10/02/2022 18:52:32|" "|" "|"ZZZ"|""|""|F
"65"|"3 POINTS"|"3 POINTS"|""|""|""|""|"001"|18/02/2022 13:44:09|"001"|28/06/2022 15:30:23|""|18/02/2022 13:44:09|" "|" "|"ZZZ"|""|""|F
"66"|"ASIA INC"|"ASIA INC"|""|""|""|""|"001"|02/03/2022 12:20:58|"001"|28/06/2022 15:30:02|""|02/03/2022 12:20:58|" "|" "|"ZZZ"|""|""|F
"67"|"NATSURI"|"NATSURI"|""|""|""|""|"001"|02/03/2022 12:21:34|""|02/03/2022 12:21:34|""|02/03/2022 12:21:34|" "|" "|"ZZZ"|""|""|F
"68"|"ISUZU"|"ISUZU"|""|""|""|""|"001"|03/03/2022 09:50:56|""|03/03/2022 09:50:56|""|03/03/2022 09:50:56|" "|" "|"ZZZ"|""|""|F
"69"|"TAIHO"|"TAIHO"|""|""|""|""|"001"|03/03/2022 16:31:53|""|03/03/2022 16:31:53|""|03/03/2022 16:31:53|" "|" "|"ZZZ"|""|""|F
"70"|"MOPAR"|"MOPAR"|""|""|""|""|"001"|03/03/2022 16:51:58|""|03/03/2022 16:51:58|""|03/03/2022 16:51:58|" "|" "|"ZZZ"|""|""|F
"71"|"TP"|"TP"|""|""|""|""|"001"|03/03/2022 17:52:21|""|03/03/2022 17:52:21|""|03/03/2022 17:52:21|" "|" "|"ZZZ"|""|""|F
"72"|"SYLVANIA"|"SYLVANIA"|""|""|""|""|"001"|10/03/2022 18:05:14|""|10/03/2022 18:05:14|""|10/03/2022 18:05:14|" "|" "|"ZZZ"|""|""|F
"73"|"MEGA GREY"|"MEGA GREY"|""|""|""|""|"001"|17/03/2022 13:20:14|""|17/03/2022 13:20:14|""|17/03/2022 13:20:14|" "|" "|"ZZZ"|""|""|F
"74"|"VICTOR REINZ"|"VICTOR REINZ"|""|""|""|""|"001"|17/03/2022 13:42:39|""|17/03/2022 13:42:39|""|17/03/2022 13:42:39|" "|" "|"ZZZ"|""|""|F
"75"|"SABO"|"SABO"|""|""|""|""|"001"|07/04/2022 16:32:07|""|07/04/2022 16:32:07|""|07/04/2022 16:32:07|" "|" "|"ZZZ"|""|""|F
"76"|"DENSO"|"DENSO"|""|""|""|""|"001"|07/04/2022 15:40:47|""|07/04/2022 15:40:47|""|07/04/2022 15:40:47|" "|" "|"ZZZ"|""|""|F
"77"|"RENAULT"|"RENAULT"|""|""|""|""|"001"|25/04/2022 16:04:48|""|25/04/2022 16:04:48|""|25/04/2022 16:04:48|" "|" "|"ZZZ"|""|""|F
"78"|"PERFECT"|"PERFECT"|""|""|""|""|"001"|10/05/2022 10:36:36|"001"|10/05/2022 11:52:27|""|10/05/2022 10:36:36|" "|" "|"ZZZ"|""|""|F
"79"|"A1 FILTERS"|"A1 FILTERS"|""|""|""|""|"001"|10/05/2022 10:37:59|"001"|29/03/2023 15:35:23|""|10/05/2022 10:37:59|" "|" "|"ZZZ"|""|""|F
"80"|"GATES"|"GATES"|""|""|""|""|"001"|17/06/2022 14:25:14|""|17/06/2022 14:25:14|""|17/06/2022 14:25:14|" "|" "|"ZZZ"|""|""|F
"81"|"IRIDIUM"|"IRIDIUM"|""|""|""|""|"001"|28/06/2022 15:32:24|""|28/06/2022 15:32:24|""|28/06/2022 15:32:24|" "|" "|"ZZZ"|""|""|F
"82"|"YUKKAZO"|"YUKKAZO"|""|""|""|""|"001"|01/07/2022 15:56:54|""|01/07/2022 15:56:54|""|01/07/2022 15:56:54|" "|" "|"ZZZ"|""|""|F
"83"|"SUZUKI"|"SUZUKI"|""|""|""|""|"001"|22/08/2022 12:09:21|""|22/08/2022 12:09:21|""|22/08/2022 12:09:21|" "|" "|"OP"|""|""|F
"84"|"ANCOV"|"ANCOV"|""|""|""|""|"001"|22/08/2022 12:16:14|""|22/08/2022 12:16:14|""|22/08/2022 12:16:14|" "|" "|"ZZZ"|""|""|F
"85"|"ILUMINAK"|"ILUMINAK"|""|""|""|""|"001"|23/08/2022 11:06:04|""|23/08/2022 11:06:04|""|23/08/2022 11:06:04|" "|" "|"ZZZ"|""|""|F
"86"|"PEUGEOT"|"PEUGEOT"|""|""|""|""|"001"|23/08/2022 14:17:43|""|23/08/2022 14:17:43|""|23/08/2022 14:17:43|" "|" "|"ZZZ"|""|""|F
"87"|"DELPHI"|"DELPHI"|""|""|""|""|"001"|23/08/2022 15:34:03|""|23/08/2022 15:34:03|""|23/08/2022 15:34:03|" "|" "|"ZZZ"|""|""|F
"88"|"CORSA"|"CORSA"|""|""|""|""|"001"|09/09/2022 12:30:19|""|09/09/2022 12:30:19|""|09/09/2022 12:30:19|" "|" "|"ZZZ"|""|""|F
"89"|"FUKA"|"FUKA"|""|""|""|""|"001"|15/09/2022 10:36:40|""|15/09/2022 10:36:40|""|15/09/2022 10:36:40|" "|" "|"OP"|""|""|F
"90"|"AMERICAN"|"AMERICAN"|""|""|""|""|"001"|15/09/2022 10:46:04|""|15/09/2022 10:46:04|""|15/09/2022 10:46:04|" "|" "|"OP"|""|""|F
"91"|"SPICER"|"SPICER"|""|""|""|""|"001"|15/09/2022 11:56:48|""|15/09/2022 11:56:48|""|15/09/2022 11:56:48|" "|" "|"OP"|""|""|F
"92"|"HESN"|"HESN"|""|""|""|""|"001"|15/09/2022 12:09:20|""|15/09/2022 12:09:20|""|15/09/2022 12:09:20|" "|" "|"OP"|""|""|F
"93"|"NATSUKI"|"NATSUKI"|""|""|""|""|"001"|20/09/2022 16:39:08|""|20/09/2022 16:39:08|""|20/09/2022 16:39:08|" "|" "|"OP"|""|""|F
"94"|"WW"|"WW"|""|""|""|""|"001"|21/09/2022 16:43:28|""|21/09/2022 16:43:28|""|21/09/2022 16:43:28|" "|" "|"ZZZ"|""|""|F
"95"|"TUPON PARTS"|"TUPON PARTS"|""|""|""|""|"001"|21/10/2022 17:33:43|""|21/10/2022 17:33:43|""|21/10/2022 17:33:43|" "|" "|"ZZZ"|""|""|F
"96"|"THOMSON"|"THOMSON"|""|""|""|""|"001"|31/10/2022 16:31:41|""|31/10/2022 16:31:41|""|31/10/2022 16:31:41|" "|" "|"ZZZ"|""|""|F
"97"|"SERVIRED"|"SERVIRED"|""|""|""|""|"001"|02/11/2022 15:55:16|""|02/11/2022 15:55:16|""|02/11/2022 15:55:16|" "|" "|"ZZZ"|""|""|F
"98"|"AISIN"|"AISIN"|""|""|""|""|"001"|09/11/2022 12:28:01|""|09/11/2022 12:28:01|""|09/11/2022 12:28:01|" "|" "|"ZZZ"|""|""|F
"99"|"INA"|"INA"|""|""|""|""|"001"|09/11/2022 16:49:24|""|09/11/2022 16:49:24|""|09/11/2022 16:49:24|" "|" "|"ZZZ"|""|""|F
"005"|"CHERY"
"002"|"CHEVROLET"
"012"|"DAEWOO"
"015"|"DODGE"
"008"|"FIAT"
"004"|"FORD"
"011"|"HYUNDAI"
"009"|"JEEP"
"013"|"KIA"
"003"|"MITSUBISHI"
"001"|"NISSAN"
"NA"|"NO APLICA"
"006"|"PEUGEOT"
"14"|"RENAULT"
"15"|"TOYOTA"
"007"|"VOLKSWAGEN"
"  96536532"|"MANGUERA SUPERIOR RADIADOR  AVEO"|"003"|"051"|"027"|"002"|""|""|"96536532"|"002"|"402171463"|"CAJA"|""|0.00000|1|0.00000|3.30000|3.75000|0.00000|18/11/2022 00:00:00|18/11/2022 00:00:00|20.98420|16.78805|0.00000|0.00000
"  I-MR566825"|" BOMBA GASOLINA COMPLETA MITSUBISHI LANCER TOURING 2.0"|"003"|"057"|"017"|"003"|""|""|"I-MR566825"|"002"|"500088906"|"UND"|""|0.00000|1|0.00000|70.43000|80.03409|0.00000|17/12/2021 00:00:00|17/12/2021 00:00:00|214.35000|214.35000|0.00000|0.00000
" 2L3Z/6D310/AB"|"CONCHA BANCADA 0.25 TRITON 5.4/EXPLORER 4.6/FX4"|"003"|"024"|"048"|"004"|""|""|" 2L3Z/6D310/AB"|"002"|"503297093"|"UND"|""|0.00000|1|0.00000|17.06000|19.38636|0.00000|26/05/2023 00:00:00|26/05/2023 00:00:00|0.00000|0.00000|0.00000|0.00000
" 90311-70007"|"ESTOPERA CIGEAL TRAS.  COROLLA 00-02 INYECCION"|"003"|"016"|"021"|"001"|""|""|"90311-70007"|"002"|"503297093"|"UND"|""|0.00000|1|4.00000|1.11000|1.26136|0.00000|21/09/2023 00:00:00|21/09/2023 00:00:00|26.05833|26.05833|0.00000|0.00000
